English Sentence,Amharic Sentence
The World Health Organization advises women in areas where the Zika virus is prevalent to delay pregnancies.,የዓለም ጤና ድርጅት ዚካ ቫይረስ በተስፋፋባቸው አካባቢዎች የሚገኙ ሴቶችን እርግዝናቸውን ማዘግየት እንዳለባቸው ይመክራል።
Scientists confirm a second detection of gravitational waves by LIGO.,ተመራማሪዎች ለሁለተኛ ጊዜ ስበት ሃይል በሊጎ( LIGO) በኩል እንደተመላከተ ገለፁ።
"One of five Hong Kong booksellers who disappeared in 2015 says he was forced by Chinese agents into a confession of ""illegal trading"".",በ2015 በሆንግ ኮንግ ውስጥ ከነበሩ እና ከጠፉ አምስት የመፅሃፍ ሻጮች አንዱ እንዳለው በህገ ወጥ ንግድ ውስጥ ተሳትፌያለው በሚል እንዲናዘዝ ከቻይና ወኪል አካላት ጫና እንደደረሰበት ተናገረ።
Duterte wants to return capital punishment in the country so he can hang people.,ዱቴርቴ እስረኞች በስቅላት እንዲቀጡ ለማድግ በአገሪቱ ላይ የሞት ቅጣት ሕግን መመለስ ይፈልጋል።
"Rebels of the New Syrian Army begin an offensive to capture the eastern town of al-Bukamal, currently held by ISIL militants.",በአይሰል ታጣቂዎች ተይዛ ያለችውን ቡካማልን ከተማን ለመያዝ የአዲሱ የሶሪያ መከላከያ አማፂያን የማጥቃት እንቅስቃሴ ማድረግ ጀመረ።
Donald Trump accepts the nomination of the Republican Party in the 2016 US Presidential election.,ዶናልድ ትራምፕ በ2016 ለሚደረገው ፕሬዚደንታዊ ምርጫ የሪፐብሊካን ፓርቲ እጩነታቸውን ተቀበሉ።
"Russia's track and field athletes will not be allowed to compete in the Rio Olympic Games, even if they did not fail drug tests, after an appeal to the Court of Arbitration for Sport is rejected.",የሩሲያ የትራክ እና የፊልድ አትሌቶች በዶፒንግ ምርመራ አልፈው ለስፖርታዊ ክርክሮች ገላጋይ ፍርድ ቤት አቤት ቢሉመ በሪዮ ኦሎምፒክ ላይ እንዳይሳተፉ ታገዱ።
Every square inch of the United States is forecasted to have hotter-than-normal temperatures for the first time in recorded history.,በታሪክ መዝገብ ለመጀመሪያ ጊዜ ሁሉም የአሜሪካ ክፍል ከመደበኛ በላይ ሞቃት የሆነ የአየር ሁኔታ እንደሚኖረው ይጠበቃል።
The Bank of Japan announces a 6 trillion yen stimulus package to help invigorate the Japanese economy.,የጃፓን ባንክ የጃፓንን ኢኮኖሚ ለማበረታታት የሚረዳ የ 6 ትሪሊዮን የን ማነቃቂያ ጥቅል አገልግሎት ይፋ አደረገ።
"The American Federal Bureau of Investigation is investigating claims that the Hillary Clinton campaign has been hacked as part of recent cyber-attacks on the Democrats. ,",የአሜሪካው የፌደራል ምርመራ ቢሮ (ኤፍቢአይ) በዲሞክራቶች ላይ የሳይበር ጥቃት በመፈፀሙ የሂላሪ ክሊንተን የምርጫ ዘመቻ ተጠልፏል በሚል የተነሳውን ጥያቄ እየመረመረ ይገኛል።
"A Syria Civil Defence volunteer search and rescue team says 33 people, mostly women and children, were affected by toxic gas dropped from a helicopter on Saraqeb in rebel-held Idlib Governorate.",የሶሪያ ሲቪል መከላከያ በጎ ፍቃደኛ ፍለጋ እና አዳኝ ቡድን እንዳስታወቀው በአማፂያኑ ኢድሊብ ግዛት ሳራቄብ ላይ በሄሊኮፕተር በተወረወረ መርዛማ ጋዝ 33 ሰዎች፣ በተለይም ሴቶች እና ህጻናት ተጎድተዋል።
China's unmanned lunar rover Yutu shuts down after exploring the Moon for 31 months.,ዩቱ የተባለው የቻይናው ሰው አልባ የጨረቃ መንኩራኩር ለ31 ወራት ጨረቃ ላይ ምርምር ካደረገ በ|ላ ቆመ።
Hong Kong's Centre for Health Protection confirms Hong Kong's first case of Zika virus in a 38-year-old woman and says it will report the case to the World Health Organization (WHO).,የሆንግ ኮንግ የጤና ጥበቃ ማዕከል በሆንግ ኮንግ የመጀመሪያውን የዚካ ቫይረስ በ 38 ዓመት ሴት ላይ ያረጋገጠ ሲሆን ጉዳዩን ለዓለም ጤና ድርጅት (WHO) ሪፖርት አደርጋለሁ ብሏል።
A curfew has ended in the Indian state of Jammu and Kashmir after 52 days of protest allowing for an all-party delegation to visit the state on Sunday.,በህንድ ከ52 ቀናት ተቃውሞ በ|ላ በጃሙ እና ካሽሚር ክልል ተጥሎ የነበረው ሰአት እላፊ ሁሉም አካላት በተወካያቸው በኩል ክልሉን እንዲጎበኙ ከተደረገ በ|ላተነሳ።
The number of Zika virus infected in Singapore rises above 40.,በሲንጋፖር በዚካ ቫይረስ የተጠቁ ሰዎች 40 ደረሱ።
The population of African elephants have fallen by about 30% between 2007 and 2014.,በአፍሪካ ያለው የዝሆን ብዛት ከ2007 እስክ 2014 ባሉት አመታት ውስጥ በ30 በመቶ ቀንሷል።
The oldest fossil (stromatolite) that had life is discovered in the melting snow at the Isua Greenstone Belt of Greenland.,ህይወት የነበረው የቀድሞ ቅሪተ አካል(ስትሮማቶሊቴ) በግሪንስቶን የግሪንላንድ ቀለበት ላይ ተገኘ።
U.S. President Barack Obama and Russian President Vladimir Putin fail to agree on a peace deal regarding the Syrian civil war.,የአሜሪካው ፕሬዚደንት ባራክ ኦባማ እና የሩሲያው ፕሬዚደንት ቭላድሚር ፑቲን በሶሪያ እርስ በእርስ ግጭት ዙሪያ የሰላም ስምምነት ለማምጣት ባደረጉት የነበረውን ውይይት ሳይስማሙ ቀሩ።
A suicide bomber attacks a charity in the Kabul suburb of Shāre Naw with the Taliban claiming responsibility.,በካቡል ከተማ ሽረ ናው ውስጥ አንድ የአጥፍቶ ጠፊ በበጎ አድራጎት ድርጅት ላይ ለሰነዘረው ጥቃት ታሊባን ኃላፊነቱን ወስዷል።
A new infection of the Zika virus spreads to the Philippines.,በፊሊፒንስ አዲስ የዚካ ቫይረስ ኢንፌክሽን እየተሰራጨ ይገኛል።
American swimmer Ryan Lochte agrees to a 10-month suspension while his other colleagues get four.,አሜሪካዊው ዋናተኛ ሪያን ሎችቴ ባልደረቦቹ የአራት ወራት እገዳ ሲጣልባቸው እሱ ደግሞ የ10 ወራት እገዳ እንዲጣልበት ተስማምቷል።
The Department of Health of the Philippines discover an additional two cases of Zika virus infections bringing the total to eight.,የፊሊፒንስ ጤና መምሪያ ተጨማሪ ሁለት የዚካ ቫይረስ ታማሚዎችነ ያገኘ ሲሆን በአጠቃላይ ስምንት ደርሷል።
"The Cuban-born American arsonist who torched 87 people in March 1990 at The Bronx Happy Land fire, Julio González, dies in prison at the age of 61.",በመጋቢት 1990 በብሮንክስ ሃፒ ላንድ ፋየር 87 ግለሰቦችን ለስቃይ ዳርጎ የነበረው እና በኩባ የተወለደው እና የአሜሪካ ዜግነት ያለው ጁሊዮ ጎናዛሌዝ እስር ቤት ውስጥ እንዳለ በ61 አመቱ ህይወቱ አለፈ።
"Citing irreconcilable differences, Angelina Jolie files for divorce from Brad Pitt and seeks full custody of their six children.",ሊታረቁ የማይችሉ ልየነቶች አለን ስትል አንጀሊና ጆሊ ከብራድ ፒት ጋር ለመለያየት ፍቺ ጠይቃለች በዛውም የስድስቱንም ልጆች የማሳደግ መብትም እንዲሰጠኝ ስትል ጠይቃለች።
A triple suicide bomb attack north of Tikrit kills at least 11 and injures another 34 members of Iraqi security forces.,በሰሜን ኢራቅ ትክሪት ከተማ በተከታታይ ሶስት የአጥፍቶ ጠፊ ጥቃት 11 ሰዎች ጉዳት ሲደርስባቸው 34 የኢራቅ መከላከያ አባላትም ጉዳት ደርሶባቸዋል።
The U.S. Consumer Product Safety Commission warns that Samsung washing machines may explode if washing heavy load items at high speeds.,በሳምሰንግ ልብስ ማጠቢያ ማሽኖች ከበድ ያሉ ልብሶችን በከፍተኛ ፍጥነት ከታጠቡ ማሽኖቹ ሊፈነዱ እንደሚችሉ የአሜሪካ የሸማቾች ምርት ደህንነት ኮሚሽን ያስጠነቅቃል።
"2016 FIFA U-17 Women's World Cup, the first ever FIFA women’s football tournament in the Middle East, kicks off in Jordan.",በፊፋ ታሪክ የመጀመሪያው የሴቶች ውድድር የሆነው የ2016 ከ17 አመት በታች የሴቶች አለም ዋንጫ በመካከለኛ ምስራቅ ሃገር በሆነችው ጆርዳን ተጀመረ።
The World Health Organization warns that the Zika virus will continue to spread across Asia with cases already reported in Singapore and Thailand.,የዓለም ጤና ድርጅት የዚካ ቫይረስ ቀደም ሲል በሲንጋፖር እና በታይላንድ መገኘቱን ተከትሎ ቫይረሱ በመላው እስያ መስፋፋቱን እንደሚቀጥል አስጠንቅቋል።
"Google introduces a so-called ""fact checking"" feature on its news aggregate service to combat alleged political bias.",ጉግል የተጠረጠረበትን የፖለቲካ አድሏዊነት በለመለከተ ምላሽ ለመስጠት በዜና ማጠቃለያ አገልግሎቱ ላይ “እውነታን መመርመር” የሚባል አዲስ ግልጋሎት አስተዋውቋል።
"Philippines president Rodrigo Duterte says he plans to cut ties with his country's former colonial ruler, the United States, while strengthening ties with China.",የፊሊፒንስ ፕሬዝዳንት ሮድሪጎ ዱቴርቴ ከቻይና ጋር ያላትን ግንኙነት በማጠናከር ከቀድሞው የቅኝ ግዛት ገዥቸው ከአሜሪካ ጋር ያላቸውን ግንኙነት ለማቋረጥ ማቀዳቸውን ተናግረዋል።
Iraqi Special Operations Forces have fought their way into the outskirts of Mosul.,የኢራቅ ልዩ ኦፕሬሽን ሀይሎች ወደ ሞሱል ዳርቻ ገቡ።
A woman who was allegedly raped by Donald Trump drops her lawsuit against the presidential candidate.,በዶናልድ ትራምፕ ተደፈረች የተባለች ሴት በፕሬዚዳንታዊ ዕጩው ላይ ያቀረበችውን ክስ አንስታለች።
The leaders of northern and southern Cyprus meet in Switzerland to restart talks about reuniting the island.,የሰሜኑ እና የደቡባዊ ቆጵሮስ መሪዎች ደሴቲቱን ስለማዋሃድ ንግግሮችን እንደገና ለመጀመር በስዊዘርላንድ ተገናኙ።
President-elect of the United States Donald Trump meets with President Barack Obama for the first time at the White House.,አዲስ ተመራጩ የአሜሪካ ፕሬዚደንት ዶናልድ ትራምፕ ከፕሬዚደንት ባራክ ኦባማ ጋር በዋህይት ሃውስ ተገናኙ።
Samsung Electronics agrees to buy the U.S.-based Harman International Industries for $8 billion in the biggest overseas acquisition ever by a South Korean company.,በደቡብ ኮሪያ ኩባንያ ታሪክ ውስጥ እስካሁን ባልታየ የውጪ ሃገር የድርጅት ግዢ መሰረት ሳምሰንግ ኤሌክትሮኒክስ የአሜሪካውን ሃርማን ኢንተርናሽናል ኢንዱስትሪ በ 8 ቢሊዮን ዶላር ለመግዛት ተስማማ።
The World Health Organization declares an end to its global health crisis over the spread of the Zika virus as it has been shown to be a dangerous mosquito-borne disease like malaria or yellow fever.,የዓለም ጤና ድርጅት በዚካ ቫይረስ ስርጭት ምክንያት የተከሰተውን ዓለም አቀፍ የጤና ቀውስ ማብቃቱን አስታውቋል፤ የዚካ ቫይረስ እንደ ወባ ወይም ቢጫ ወባ ባለ ትንኝ የሚተላለፍ አደገኛ በሽታ መሆኑም ታይቷል።
Ayatollah Khamenei warns that Iran will retaliate if sanctions that breach the Nuclear Deal are approved.,አያቶላህ ካህመኒ በኒውክለር ስምምነት መሰረት የሚደረግባትን የማእቀብ ውሳኔ በሚመለከት ኢራን አፀፋዊ ምላሽ እንደምትሰጥ አስጠነቀቁ
Scientists say warm seas around Australia's Great Barrier Reef have killed two-thirds of a 435-mile stretch of coral in the past nine months.,ተመራማሪዎች እንዳስታወቁት ባለፉት ዘጠኝ ወራት ውስጥ በአውስትራሊያ የሚገኙ ሞቃት የባህር ክፍሎች ሁለት ሶስተኛ የሚሆነውን እና 435 ማይል የሚረዝመውን ኮራል እንዲሞቱ ሰበብ ሆኗል።
"American film actor and producer Kirk Douglas, one of the last living movie stars of the Golden Age of Hollywood, celebrates his 100th birthday.",ከሆሊውድ ወርቃማው ዘመን የመጨረሻዎቹ የፊልም ኮከቦች አንዱ የሆነው አሜሪካዊው የፊልም ተዋናይ እና ፕሮዲዩሰር ኪርክ ዳግላስ 100 ኛ ዓመት ልደቱን ያከብራል።
Cardell Hayes is found guilty of manslaughter by a Louisiana jury in the road rage shooting death of former New Orleans Saints star Will Smith.,ካርደል ሃየስ በተከሰሰት የ ቀድሞ የነው ኦርሊያንስ ሴንቱ ዊል ስሚዝ ግድያ ጋር በተነሳበት የግድያ ክስ ጥፋተኛ ነው ሲል የሊውዚያና ፍርድ ቤት ውሳኔ ሰጠ።
"In Brooklyn New York, 2 brothers were stabbed, 1 fatally in a dispute after a school soccer match.",በብሩክሊን ኒው ዮርክ ውስጥ ከትምህርት ቤት የእግር ኳስ ግጥሚያ በኋላ በተፈጠረ ግጭት ሁለት ወንድማማቾች ሲወጉ፣ አንድ ሰው ላይ ከባድ ለሞት የሚያደርስ አደጋ ተፈጥሯል።
A vaccine for the ebola virus is discovered to be 99.78%–99.87% effective.,የኢቦላ ቫይረስ ክትባት ከ 99.78% –99.87% ውጤታማ ሆኖ ተገኝቷል።
American actress Debbie Reynolds has a stroke and dies one day after her daughter Carrie Fisher's death.,የአሜሪካ ተዋናይት የነበረችው ዴቢ ሬይኖልድስ ልጇን በሞት ካጣች ከአንድ ቀን በ|ላ በስትሮክ ምክንያት ህይወቷ አለፈ።
The Attorney General of Israel Avichai Mandelblit orders a criminal investigation of Israeli Prime Minister Benjamin Netanyahu for alleged corruption in two different cases.,የእስራኤል ጠቅላይ አቃቤ ህግ አቪቻይ ማንደልበሊት የእስራኤል ጠቅላይ ሚኒስቴር ቤንጃሚን ኔታንያሆ በተጠረጠሩበት ሁለት የሙስና ጉዳዮች ጋር በተገናኘ የወንጀል ምርመራ እንዲደረግ አዘዙ።
The United States expels 35 Russian diplomats over the alleged Russian interference during the U.S.'s 2016 presidential election.,አሜሪካ ከ2016 የፕሬዚደንታዊ ምርጫ ጋር በተገናኘ ጣልቃ ገብተዋል በሚል 35 የሩሲያ ዲፕሎማቶችን አባረረች።
At least seven people are killed and 30 trapped after a pile of waste collapses in a Coal India mine in Jharkhand.,በጃርካንድ ህንድ በሚገኘው የድንጋይ ከሰል ማውጫ ውስጥ የቆሻሻ ክምር በመደርመሱ ቢያንስ ሰባት ሰዎች ተገድለው 30 መውጫ አጥተዋል።
Mo Farah and world tennis number one Andy Murray are among those knighted by Elizabeth II in her 2017 New Year Honours list.,ሞራ ፋራህ እና የዓለም ቴኒስ ቁጥር አንድ አንዲ መሪይ በኤልሳቤት ሁለተኛ የክብር ማዕረግ ከሚሰጣቸው የ2017 የአዲስ ዓመት የክብር ዝርዝር ውስጥ ተካተዋል።
Authorities seek three men after they rob $6 million on New Year's Eve from the offices of high-end jewelry designer Gregg Ruth in New York City.,በኒው ዮርክ ከተማ በጌጣ ጌጥ ዲዛይነ[ ግሬግ ሩት የሚሰሩ 6 ሚሊየን ዶላር የሚያወጡ ገጣጌጦችን በአዲስ አመት ዋዜማ ላይ በመዝረፋቸው ፖሊስ ሶስት ሰዎችን እንደጠረጥረ እና በቁጥጥር ስር ለማዋል ጥረት እያደረገ እንደሆነ አስታወቀ።
"A UCLA research team, analyzing lunar minerals brought back during the Apollo program, reports that the moon is at least 4.51 billion years old, up to 150 million years older than previous estimates.,",የዩሲኤልኤ ጥናት ቡድን በአፖሎ ፕሮግራም ወቅት የመጡ የጨረቃ ማእድኖችን ካጠኑ በ|ላ ጨረቃ በትንሹ የ 4.51 ቢሊንየን እድሜ እንዳላት እና ቀድሞ ከተገመተው እድሜ 150 ሚሊየን አመታትን እንደሚጨምር ገለፁ።
Uber agrees to pay $20 million to settle U.S. Federal Trade Commission claims the company exaggerated prospective earnings and downplayed the costs of buying/leasing a car when recruiting new drivers.,ኡበር ባልተረጋገጡ የወደፊት ገቢዎች እንዲሁም አዲስ አሽከርካሪዎች በሚገቡበት ጊዜ መኪና የመግዛት/የማከራየት ወጪዎችን ዝቅ አድር¹ል በሚል ከዩኤስ የፌዴራል ንግድ ኮሚሽን የተነሳበትን ክስ እልባት ለመስጠት በሚል 20 ሚሊዮን ዶላር ለመክፈል ተስማማ።
Japanese toilet industries agreed to standardize the iconography of electric toilet seat controls in order to make them less confusing for users.,የኤሌክትሪክ መጸዳጃ ቤት መቀመጫ አጠቃቀም በተመለከተ የተጠቃሚዎችን ግራ መጋባት ለመቀነስ የሚያስችል ሥዕላዊ መግለጫን ሥርዓታዊ ለማድረግ የጃፓን መጸዳጃ ቤት ኢንዱስትሪዎች ተስማሙ።
Mashhad in northeastern Iran was officially named the capital of the Islamic culture in 2017 by the ISESCO.,በሰሜን ምስራቅ ኢራን የምትገኘው ማሻድ በ 2017 በኢሴስኮ የእስልምና ባህል ዋና ከተማ ተብላ ተሰየመች።
"Israeli authorities approve 153 construction permits for settlement homes in East Jerusalem, and plan to approve another 11,000 in the coming months.","የእስራኤል ባለሥልጣናት በምሥራቅ ኢየሩሳሌም ለሚኖሩ 153 የሰፈራ ቤቶች የግንባታ ፈቃዶችን ሲያፀድቁ፣ እንዲሁም በሚቀጥሉት ወራት ሌላ 11,000 ን ለማፅደቅ አቅደዋል።"
The Indian Space Research Organisation launches a record 104 satellites in single mission.,የህንድ የህዋ ምርምር በአንድ ተልእኮ 104 ሳተላይቶችን ወደ ህዋ በመላክ ሪከርድ ያዘ።
"Seattle-based Amazon.com says it will create 15,000 new full-time jobs across Europe by the end of 2017, increasing its European workforce by approximately 30 percent.","በሲያትል ላይ መሠረቱን ያደረገ አማዞን ዶት ኮም እ.ኤ.አ በ 2017 ዓ.ም መጨረሻ በመላው አውሮፓ 15,000 አዳዲስ የሙሉ ጊዜ ሥራ እድሎችን በመፍጠር የአውሮፓ የሰው ኃይልን በግምት 30 በመቶ እንደሚያሳድግ ገልጿል።"
More than 4.9 million people in South Sudan are in need of aid due to a famine.,በደቡብ ሱዳን የሚገኙ 4.9ሚሊዮን ሰዋች በረሃብ ምክንያት እርዳታ እንደሚያስፈልጋቸው ተጠቆመ።
The Guatemalan army blockades a ship from the Dutch NGO Women on Waves that provides material for abortions.,የጉዋቲማላ ጦር ከደች ውማን ከሚባል መንግስታዊ ያልሆነ ድርጅት የተላከ ለውርጃ የሚገለግሉ ቁሳቁሶችን የያዘ መርከብን መንገድ ላይ አገደ።
"Casey Affleck wins the Best Actor for his role in Manchester by the Sea, which also won Best Original Screenplay.",ኬሲ አፍሌክ “ማንቸስተር ባይ ዘ ሲ” ውስጥ ለነበረው ሚና በምርጥ ተዋናይ ዘርፍ አሸነፈ ፤ ይህ ፊልም በኦሪጅናል ስክሪንፕሌይ ዘርፍም አሸንፏል።
The Trump administration plans to increase the budget of the United States Armed Forces by more than 9%.,የትራምፕ አስተዳደር የአሜሪካን መካላከያ መዋቅር በጀት በ9 በመቶ ለመጨመር እቅድ እንዳለው አስታወቀ።
"Near the town of Ramle, Israeli archeologists uncover hundreds of gin and whiskey bottles dating back to the First World War at the site of a former British Army barracks.",በራምሌ ከተማ አቅራቢያ ፣ የእስራኤል አርኪኦሎጂስቶች በአንደኛው የዓለም ጦርነት ወቅት የቀድሞው የብሪታንያ ጦር ሰፈር በሚገኝበት ስፍራ በመቶዎች የሚቆጠሩ የጂን እና ውስኪ ጠርሙሶች አገኙ።
Taliban insurgents seize control of the strategic town of Sangin in the southern Helmand Province after a year-long battle with Afghan security forces.,በደቡብ ሄልማንድ ክልል ከአፍጋን ፀጥታ አካላት ጋር ከተደረገ ረጅም ውጊያ በ|ላ የታሊባን ታጣቂዎች ወሳኝ የምትባለውን የሳንጊንን ከተማ ተቆጣጠሩ።
The night parrot is confirmed sighted (and photographed) in Western Australia for first time in nearly 100 years.,በመቶ አመት ውስጥ ለመጀመሪያ ጊዜ የምሽቷ በቀቀን በምእራባዊ አውስትራሊያ እንደታየች በፎቶግራፍም እንደተነሳች ተረጋገጠ።
"The Big Maple Leaf, a solid gold 1 million dollar Canadian coin weighing 100 kilograms (220 lb), is stolen from the Bode Museum in Berlin, Germany.",ትልቁ የማፕል ቅጠል የሚባለው ሙሉ ለሙሉ ከወርቅ የተሰራውና 100 ኪሎ/220 ፓውንድ የሚመዝነው የ1 ሚሊዮን ካናዳ ዶላር ሳንቲም በርሊን ጀርመን ከሚገኘው ከቦድ ሙዚየም ተዘረፈ።
A bomb targets a mosque in the city of Parachinar near the border with Afghanistan killing at least 22 people and wounding dozens more.,ከአፍጋኒስታን ድንበር አቅራቢያ በፓራቺናር ከተማ በሚገኝ መስጊድ ላይ አንድ በተቃጣ የቦምብ ጥቃት ምክንያት ቢያንስ ሃያ ሁለት ሰዎች ሲሞቱ በርካቶች ቆስለዋል።
"A bus carrying around 50 school children rolls over on a highway south of Sveg in the northern region of Härjedalen, Sweden, killing three people.",ወደ 50 የሚጠጉ ተማሪዎችን የያዘ አውቶቡስ በስዊድን ሰሜን ሃርያዳሌን ክልል ፣ደቡብ ስቬጅ አውራ ጎዳና ላይ ተንከባሎ ሦስት ሰዎችን ገድሏል።
"An Egyptian excavation team discovers the remains of a pyramid dating back 3,700 years to the thirteenth Dynasty of Egypt at the Dahshur necropolis 40km south of Cairo. ,","የግብፅ ቁፋሮ ቡድን ከካይሮ በስተደቡብ 40 ኪ.ሜ ርቀት ላይ በዳህሹር ኒክሮፖሊስ 3,700 ዓመታት ያስቆጠረ የግብፅ አስራ ሦስተኛው ሥርወ መንግሥት የፒራሚድ ቅሪቶችን አገኘ።"
The United States is to deploy troops to Somalia for the first time since 1994 to help train the Somali Armed Forces in their conflict with al-Shabaab insurgents.,ዩናይትድ ስቴትስ የሶማሊያ ጦር ኃይሎችን ከአልሸባብ ታጣቂዎች ጋር በሚያደርጉት ግጭት ለማሰልጠን እ.ኤ.አ ከ 1994 ዓ.ም ጀምሮ ለመጀመሪያ ጊዜ ወታደሮችን ወደ ሶማሊያ ልታሰማራ ነው።
Plans for a Chicago-based presidential library in honour of the former U.S. President Obama are revealed.,ለቀድሞው የአሜሪካ ፕሬዚዳንት ክብር ለመስጠት በቺካጎ የሚመሰረት ፕሬዚዳንታ ቤተ-መፃህፍት ለማkkም የታሰበ እቅድ ይፋ ወጣ።
France bans the breeding of killer whales and dolphins in captivity and orders aquariums and water parks to expand their pools within three years following a campaign by animal rights groups.,የእንስሳት መብት ቡድኖች ዘመቻን ተከትሎ ፈረንሣይ በግዞት ላይ ያሉ ገዳይ ዓሣ ነባሪዎች እና ዶልፊኖችን እርባታን ከለከለች፤ እንዲሁም የውሃ ማጠራቀሚያዎች እና የውሃ መናፈሻዎች ገንዳዎቻቸውን በሦስት ዓመት ጊዜ ውስጥ እንዲያሰፉ አዛለች።
Incumbent Prime Minister Perry Christie of the Progressive Liberal Party concedes defeat to Hubert Minnis of the Free National Movement.,በስልጣን ላይ ያለው የሊበራከል አራማጅ ፓርቲው ፔሪ ክሪስቲ በነፃ ብሄራዊ እንቅስቃሴው ሁበርት ሚኒስ ተረታ።
Mountaineers led by Tim Mosedale confirm suspicions that Mount Everest's famous Hillary Step had completely collapsed.,በቲም ሞሳደሌ የሚመራ ተራራተኞች የኤቨረስት ተራራ ታዋቂው የሂላሪ ደረጃ ሙሉ በሙሉ ወድቋል የሚለውን ጥርጣሬ ያረጋግጣሉ።
"Gunmen open fire on buses carrying Coptic Christians in Minya Governorate, Egypt, killing at least 28 people and injuring dozens more.",ታጣቂዎች በግብፅ ሚኒያ ግዛት ኮፕቲክ ክርስቲያኖችን ይዘው በሚጓዙ አውቶቡሶች ላይ በከፈቱት ተኩስ ምክንያት ቢያንስ ሃያ ስምንት ሰዎች ሲገደሉ በርካታ ሰዎች ደግሞ አቁስለዋል።
A spokesman for the Chipotle Mexican Grill restaurant chain reveals that hackers stole customer payment data from most of their stores over a span of three weeks starting from the end of March.,የቺፕቴል የሜክሲኮ ግሪል ምግብ ቤት ቡድኖች ቃል አቀባይ ጠላፊዎች ከመጋቢት መጨረሻ ጀምሮ በሦስት ሳምንታት ጊዜ ውስጥ የደንበኞቻቸውን የክፍያ መረጃ ከብዙ መደብሮቻቸው እንደሰረቁ ይፋ አድርጓል።
Colombey authorities report the tomb of French national hero Charles de Gaulle has been vandalized.,የኮሎመቤይ ፀጥታ አካላት የፈረንሳይ ብሄራዊ ጀግና የሆነው የ ቻርለስ ደ ጎል መቃብር ቦታ ጉዳት እንደደረሰበት አስታወቁ።
The government of the Philippines and the Communist Party cancel peace talks after president Rodrigo Duterte declares martial law in Mindanao.,ፕሬዝዳንት ሮድሪጎ ዱቴርቴ በማንዳናኦ ውስጥ ወታደራው ሕግን ካወጁ በኋላ የፊሊፒንስ መንግስት እና የኮሚኒስት ፓርቲ የሰላም ውይይትን ሰርዘዋል።
Japan Tobacco announces plans to quadruple its output of smokeless tobacco by the end of next year.,የጃፓን ትምባሆ በሚቀጥለው ዓመት መጨረሻ ላይ ጭስ አልባ ትንባሆ የሚያመነጨውን ምርት በአራት እጥፍ ለማሳደግ ማቀዱን አስታወቀ።
"Robert Kaplan, head of the Federal Reserve Bank of Dallas, says that low bond yields suggest sluggish growth ahead for the economy of the United States. .",ሮበርት ካፕላን፣ የዳላስ የፌዴራል ሪዘርቭ ባንክ ኃላፊ ዝቅተኛ የቦንድ ምርት ለዩናይትድ ስቴትስ ኢኮኖሚ ላይ የተዳከመ ዕድገትን ያሳያል ብለዋል።
"All 800 homes in the five tower blocks of the Chalcots Estate, in Camden, London, are evacuated after the cladding was declared to have failed fire safety tests.",በለንደን ካምደን በምትገኘው በካልኮትስ እስቴት አምስት የህንፃ ብሎኮች ውስጥ ያሉት ሁሉም 800 መኖሪያ ቤቶች ላይ በተደረገው የእሳት ደህንነት ግምገማዎችን አለማለፋቸው መጣራት ተከትሎ ነዋሪዎች ህንፃውን ለቀው ወተዋል።
Chinese political activist and Nobel Peace Prize laureate Liu Xiaobo is released from prison on medical parole after being diagnosed with terminal liver cancer.,የቻይና የፖለቲካ ተሟጋች እና የኖቤል የሰላም ሽልማት ተሸላሚ ሊዩ ሺያቦ የመጨረሻ ደረጃ የጉበት ካንሰር እንዳለባት በሕክምና ምርመራ ከተረጋገጠ በኋላ ከእስር ተለቀቀ።
France's National Front leader Marine Le Pen is under investigation for alleged misuse of European Union funding.,የፈረንሳይ ብሄራዊ ግንባር መሪ የሆኑት ማሪን ሌ ፔን የአውሮፓው ህብረትን ፈንድ አላግባብ መጠቀም ጋር በተያያዘ ምርምራ እየተደረገባቸው ነው።
"A garment factory boiler explosion in Dhaka, Bangladesh, kills 10 people and injures dozens.",በባንግላዴሽ ዳካ ውስጥ የልብስ ፋብሪካ ቦይለር ፍንዳታ አደጋ አስር ሰዎች ሲሞቱ በርካቶች ቆስሏል።
Volvo says it plans to phase out fossil fuels by building only electric or hybrid cars.,ቮልቮ በነዳጅ የሚሰሩ የመኪና ምርቶቹን በማቆም በሌክትሪክ ወይም ሃይብሪድ የሚሰሩ መኪኖችን ብቻ ለማምረት አቅዷል።
"UNESCO declares the old city of Hebron and the Cave of the Patriarchs, both in the West Bank, as world heritage sites.",ዩኔስኮ በዌስት ባንክ የሚገኙትን የጥንቱን የኬብሮን ከተማ እና የአባቶች ዋሻን የዓለም ቅርስ ስፍራዎች ብሎ አውጇል።
"Coffee may prolong the human lifespan, suggests one study by Imperial College London and the International Agency for Research on Cancer, and another by the Keck School of Medicine of USC.",አንድ በለንደን ኢምፔሪያል ኮሌጅ እና አለምአቀፍ የካንሰር ጥናት እንዲሁም በተጨማሪ በዩኤስሲ የኬክ የህክምና ትምህርት ቤት በተጠና ሌላ ጥናት ቡና የሰውን ልጅ እድሜ ሊጨምር እንደሚችል ተጠቁሟል።
Researchers in New Zealand have discovered that the MeNZB vaccine for meningitis may protect against gonorrhea by 30%.,የኒው ዚላንድ ተመራማሪዎች የማጅራት ገትር በሽታ (MeNZB) ክትባት ከጨብጥ በሽታ 30% ሊከላከል እንደሚችል ደርሰውበታል።
